orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,correct
3292, yes evolution has hard scientific fact and the creationists put all of their faith in a book that is supposed to be the word of god but it was written by people, none of the things that people put forward as evidence of a god are evidence for a specific religion,1,Support,C,0,1,0,1
2335,pvm is confused,joethe design inference reached based on our knowledge of what nature operating freely can  cannot do coupled with our knowledge of what designing agencies can do,0,Attack,C,0,0,1,0
2664,first id is being applied only to objects that have high levels of csi,according to its advocates the designer responsible for intelligent design in biology could be any sort of creative intelligence capable of engineering the basic elements of life,1,Support,C,1,0,0,0
1140,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","While there will be no mention of the members who quit in protest at his leadership, he will acknowledge internal clashes.",2,No Relation,C,0,0,1,1
2606,is actually quite simple,remember this is about islands claim and carters arguments,1,Support,C,0,1,0,1
3703,nuclear energy is the most efficient once all potential hazards are eliminated,there is no good way to handle the waste created in the process,0,Attack,C,1,0,0,1
2305,laurie goodstein, public opinion is unimportant to whether creationism belongs in science classes  public opinion does not determine whether creationism qualifies as science,0,Attack,C,0,0,1,0
2329,highlanderthe exact same is true when modern science reveals an ic structure such as the flagellar motor  assembly,highlanderi am sure that highlander is familiar with the  foundational works of behe and dembskiboth rely on the absence of science being  able to explain a particular feature to infer design,1,Support,C,0,0,1,0
2736,tj again only valid if you trust judge jones and judge jones is really only the aclu in disguise because of how much he copied from them,tji dont believe the  similarity in the aclus submission and the judges analysis was a lucky or freak coincidence im illinformed because i think he copied it rightyou seem to be ill informed about both the extent as well as the relevance of this so called copying,0,Attack,C,1,0,0,1
403,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.","Other parties standing included the Trade Unionist and Socialist Coalition, which fought 120 seats, the BNP, with 99 candidates and the English Democrats, with 38 candidates.",2,No Relation,C,0,0,1,1
2197,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.",Mr Cameron dismissed UKIP's showing as a protest by voters and promised to stay true to his principles.,1,Support,C,0,1,0,1
449,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.","I can understand the problems of ministers who are in austerity and who are contributing but I can easily find common language with people in Cornwall, Wales, and Northern Ireland for their projects.",2,No Relation,C,0,0,1,1
2467,of course id has to move from its position of ignorance to a position which allows it to be fully reconcilable with science namely by arguing a position of front loading which moves the design event to coincide with the big bang,i dont agree with the very first statement that id limits its claims to what can be scientifically inferred from the empirical domain,1,Support,C,1,0,0,0
3401, i interpret the creation story as a metaphor with science as how god made humans, then again i often wondered as a child why and how the whole universe was created in the first place,0,Attack,C,0,0,1,0
498,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.","Although the UK cannot veto the Budget on its own, Mr Osborne has said the fight will be joined over the issue and Brussels needs a reality check.",2,No Relation,C,0,0,1,1
2850,the following statement by the employee of ncse is the exact form of inference to the best explanation that id scientists use to demonstrate that there is intelligence behind life,idnetthe following statement by the employee of ncse is the exact form of inference to the best explanation that id scientists use to demonstrate that there is intelligence behind life,0,Attack,C,0,1,0,0
3840,The voting age should be lowered to sixteen years,Sixteen year olds are mature enough to vote,1,Support,C,0,1,0,1
2690,we may disagree as to the ability of id proponents to explain the ultimate source of complexity,who designed the designer is a valid and important point and ids fatal flaw,1,Support,C,0,1,0,1
3970,animal kingdom is better than the town and winters bonei have just seen animal kingdom and wow what an awesome movie it was,i totally agree animal kingdom to me was the best movie of the year,1,Support,C,0,1,0,1
