orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
208,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"Mr Knapman took over the role of leader in 2002, but in 2004, a new pretender to the crown - former Labour MP and chat show host Robert Kilroy-Silk - arrived in a flurry of publicity to shake things up once again.",2,No Relation,C,0,0,1,,
3580,so what congress can pass any law it wants does not mean it will stand up in court,yes because congresses powers are actually pretty limited i think it will be interesting to see how the two upcoming supreme court cases one has already been accepted the other is pretty much a shoe in regarding the commerce clause will be handled since the majority of the laws that congress passes are tied to it,1,Support,C,0,1,0,,
275,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",UKIP leader Nigel Farage said he was pleased with the way pools were shaping up.,1,Support,C,0,0,1,,
10,"The country faces more than two big issues, which is where Ukip come apart at the seams in an incoherent bunch of right wing horse shit from whatever Think Tank came along at the time.","In a BBC interview, Lord Tebbit, an ally of former Prime Minister Margaret Thatcher, urged Mr Cameron to immediately put legislation in place to allow for a referendum and set a date for it.",2,No Relation,C,0,0,1,,
3083,aig decries scientists for making unproven assumptions while making many of their own,you are ignoring centuries of good scholarship including that in the last century specifically engaging the arguments of historical criticism and socalled higher reasoning,1,Support,C,1,0,0,,
867,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.","He also said it should be predominantly about people who have a chance of being PM, a category which he said did not include Mr Farage, who was only in it for some publicity.",1,Support,C,0,1,0,,
29,"The Green Party stands out as different, UKIP are just another bunch of neo-cons, although further out to the right.",Let us send an earthquake through Westminster politics and let's say we want our country back.,2,No Relation,C,0,0,1,,
3035,i do not believe in science,all this is hard to understand,0,Attack,C,0,0,1,,
1697,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,C,0,1,0,,
3355, we have similar dna to a cabbage is that just because god was having a good joke with his angel mates, evolution is true im a christian but im not in denial adam and eve is a load of sh   its probably meant to be symbolic and easy to understand for the people of the day remember that was over  years ago,1,Support,C,1,0,0,,
1084,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!",Prime Minister David Cameron has said there may be a case for a public vote on Europe at some point but he did not believe a simple in-out referendum on the UK's membership was what most people wanted to see.,2,No Relation,C,0,0,1,,
3360, the theories of evolution and creationism are not mutually exclusive but are actually complimentary, mate,1,Support,C,0,0,1,,
3357, evolution is completely true darwin hit the nail right on the head when he defined the theory of evolution and the survival of the fittest understanding, evolution is simply the genetic change in populations of organisms over successive generations,1,Support,C,0,1,0,,
219,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,I must repeat my predecessor's statement that you are not and have never been a Member of the House of Lords.,2,No Relation,C,0,0,1,,
3206,that is where you are wrong,the processes of evolution have been observed,0,Attack,C,1,0,0,,
1507,It's a protest vote because (most) people know that UKIP will never net in power.,"I have absolutely no sympathy for the rent-a-mob protesters, the Swampies and the Occupy Movement and the anti-capitalists and eco-freaks who have sought to hijack the Balcombe protest, he said to cheers from supporters.",2,No Relation,C,0,0,1,,
2413,your argument is compelling until we expand the question of how did we get here to encompass the divine,with belief,0,Attack,C,0,1,0,,
3845,The voting age should be lowered to sixteen years,Rights should be gained progressively,0,Attack,C,0,1,0,,
3079,aig doesnt believe the geological data,there are some answers in there,1,Support,C,1,0,0,,
108,If UKIP is really the best our country can do for an alternative then we are all doomed.,It had poured more resources - and candidates - into Thursday's contest in the hope of capitalising on strong performances in recent Westminster by-elections.,2,No Relation,C,0,0,1,,
3810,We should grant politicians immunity from prosecution,Seeing a politician put on trial hurts the integrity of their office,1,Support,C,0,1,0,,
573,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"Mr Wheeler, who has criticised David Cameron's attitude to the EU, said UKIP's success was vital.",0,Attack,C,1,0,0,,
